"","V1","V2","V3","V4"
"1565","l7Qy4-YdinY","2023-10-10T03:51:45Z","KTALnews","UCK_xVrQQGeqrN-BH8j1I4Jw"
"1566","h4PVn7_BX0Q","2023-10-10T09:22:56Z","The Ezra Klein Show","UCnxuOd8obvLLtf5_-YKFbiQ"
"1567","QQoQ7iLP-Us","2023-10-10T17:39:56Z","FC Porto","UCQegzQwEExHgXvm_yHptzQg"
"1568","kUJh41m7gTs","2023-10-10T23:35:35Z","Edmonton Journal","UCVyik4cnxEmbefInU7JnWyw"
"1569","q_rnFUxXcS0","2023-10-11T14:00:37Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1570","TgXSAeDRyJc","2023-10-11T20:00:07Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1571","mRC0bnkFgbA","2023-10-12T14:00:27Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1572","EKGhy3eQRuk","2023-10-12T17:00:09Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1573","PaE531JdXrI","2023-10-12T21:15:14Z","CBS 17","UC1dVGItBqV4w-4xQHoX1UDg"
"1574","qD4R-t81PGk","2023-10-13T05:18:20Z","The News & Observer","UCASQzDb4SUC0gZNPbwBubIQ"
"1575","qNv57L920R4","2023-10-19T13:00:42Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1576","54ez1aGH7qU","2023-10-19T20:02:09Z","KTN News Kenya","UCKVsdeoHExltrWMuK0hOWmg"
"1577","qgRhLLQbohs","2023-10-20T09:39:28Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1578","1UXE7QNL9os","2023-10-20T23:23:18Z","Edmonton Journal","UCVyik4cnxEmbefInU7JnWyw"
"1579","ec-wxVstwFU","2023-10-20T20:00:11Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1580","yPKOmipQo-0","yPKOmipQo-0","yPKOmipQo-0","yPKOmipQo-0"
"1581","trNj9zRCqE4","2023-10-22T20:40:25Z","New Vision TV","UCT_Gb2XyyDRwzwSqXIXTSwg"
"1582","vOtjqF_Wodk","2023-10-22T15:06:51Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1583","m38qO4DDIKE","2023-10-23T11:00:09Z","SDPB","UCUpJ4ls00kQY2vKx7PsCtdw"
"1584","Zj_D8LJOss8","2023-10-23T09:44:26Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1585","26nuT_x13iE","2023-10-23T15:32:32Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1586","ajIkbgPE5Jg","2023-05-26T12:52:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1587","hMoJ9_AQIUc","2023-05-26T18:49:30Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1588","XliSEBnYhxU","2023-05-27T18:37:12Z","TVC News Nigeria","UCgp4A6I8LCWrhUzn-5SbKvA"
"1589","rKL9vIB7L0s","2023-05-28T01:11:44Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1590","RGg5CKKqviU","2023-05-28T20:30:17Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1591","1oTu3OpEwWo","2023-05-29T09:42:28Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1592","oHNLhxLL22k","2023-05-29T11:57:58Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1593","HXVVdv4fxEs","2023-05-29T12:00:22Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1594","3MJoBjxV7o0","2023-05-30T11:45:00Z","MS NOW","UCaXkIU1QidjPwiAYu6GcHjg"
"1595","7MfswFL-fUo","2023-05-31T17:45:00Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1596","qn0220vo7e0","2023-05-31T18:45:02Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1597","Du-rPcu5YH4","2023-06-01T06:51:25Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1598","aWg8dc-NB58","2023-06-01T16:55:05Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1599","d9j24-EOpd0","2023-06-02T04:00:17Z","The Young Turks","UC1yBKRuGpC1tSM73A0ZjYjQ"
"1600","FxB0LHvS4fg","2023-06-02T19:49:58Z","Megyn Kelly","UCzJXNzqz6VMHSNInQt_7q6w"
"1601","TFu6H4978a4","2023-06-03T03:25:13Z","WFAA","UCBu0KdNokE4MqdkacvH37_A"
"1602","OXYBI9MnqY4","2023-06-03T20:00:05Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1603","9bppZCWxZiU","2023-06-03T20:00:02Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1604","xtIrOsWU_Zg","2023-06-03T20:17:36Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1605","s_Pzn92tHCc","2023-06-03T20:30:04Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1606","qnY_sBWHrxw","2023-06-03T23:00:30Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1607","-oDv8HrTfTA","2023-06-03T19:09:29Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1608","CORU-18CKQE","2023-06-03T23:39:04Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1609","R-UtWMsGmo8","2023-06-04T19:01:47Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1610","4co3BAtUcJ8","2023-06-05T15:53:51Z","Associated Press","UC52X5wxOL_s5yw0dQk7NtgA"
"1611","OpyGvQnXQRU","2023-06-06T02:30:15Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1612","4PuFV6CKOco","2023-06-07T16:15:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1613","4pzkHwyePGc","2023-06-07T20:45:00Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1614","dWasNFvfX-E","2023-06-09T19:00:25Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1615","pghSZb8mtCE","2023-06-10T01:05:06Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1616","MAMPQ_dBZXs","2023-06-10T19:42:34Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1617","ay1faVFqOTg","2023-06-11T19:34:31Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1618","xbX_lh66yTE","2023-06-11T05:02:25Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1619","lrWRnL25K6M","2023-06-11T19:04:48Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1620","_StPUFDiQm0","2023-11-22T18:31:36Z","NTVUganda","UCwga1dPCqBddbtq5KYRii2g"
"1621","WjXPS8h_4hI","2023-11-23T11:35:02Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1622","xW70QsLmm_o","2023-11-25T23:00:09Z","GMA Regional TV","UCVoawkpW12kgtXgInbPCrhQ"
"1623","KtxI7fjxESU","2023-11-24T06:20:05Z","Tv9 Kannada","UC8dnBi4WUErqYQHZ4PfsLTg"
"1624","aohEuxhFN1I","2023-11-24T12:47:19Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1625","P0jxyFl9a4w","2023-11-25T03:23:57Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1626","qJEcabgAm-8","2023-11-26T11:00:43Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1627","kS92q6KNGRw","2023-11-26T19:17:15Z","Italy Report","UCJjwmmLzBK5etD-jSW4f6tw"
"1628","-l2yWHfqXAU","2023-11-27T03:48:01Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1629","GTBe13idqSw","2023-11-27T04:29:18Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1630","UHcfVeFLQSI","2023-11-27T13:30:17Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1631","nvVXtoHUZ7k","2023-11-27T16:13:46Z","rtvranje","UCSdOTyVKAGDD9UjoXWGg2tA"
"1632","gRIFajWLpe4","2023-11-27T21:41:52Z","Toronto Sun","UCkjNuLzfw5Ep7EJuMdeFylw"
"1633","iqqDUygnTkQ","2023-11-27T23:37:46Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1634","ED-VZXkC-G4","2023-11-28T16:52:38Z","Montreal Gazette","UCiiiXY1ue6nb7iqY8o8f62w"
"1635","yb8pD15AhlA","2023-11-28T20:08:36Z","Village of Mount Prospect","UCOsrPzT_9EIvucUQgghOKbg"
"1636","S9hgJq6u3Oc","2023-11-30T21:33:41Z","KCRG-TV9: Your Trusted Local News Source","UCVg0ul_tJm6uNvTmZxEtXJA"
"1637","kqrUUfWc8Ow","2023-12-02T03:44:40Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1638","k2c_eGlDJuM","2023-12-02T15:36:53Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1639","KbU0PB0obpE","2023-12-03T20:24:01Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1640","HB9FbdYkzMg","2023-12-04T01:51:58Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1641","9umyjHeK4gs","2023-12-04T15:24:11Z","Catholic News Service","UCDfNrxA5dMp0co1siQOLrjg"
"1642","SEyAnZXoU3M","SEyAnZXoU3M","SEyAnZXoU3M","SEyAnZXoU3M"
"1643","-1cZSqH2Vgk","2023-12-04T18:30:00Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1644","s0juxiKHrXo","2023-12-05T15:10:00Z","Sarkarnama","UCzyyAyoJafObW5j76xaKTsQ"
"1645","Ea-kBzxGpyQ","2023-12-05T18:22:49Z","TheDC Shorts","UCfDdlNLRVb1h3_7Xh-WhL3w"
"1646","UZ6WjJJ5XAQ","2023-12-07T03:43:54Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1647","jKDGuIyM7eA","2023-12-07T04:16:43Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1648","2rGEms0wRtM","2023-12-07T02:48:42Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1649","-fMcwQDclAM","2023-12-07T01:57:44Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1650","x64sns9ojjU","2023-12-07T03:47:56Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1651","zBObkBFMcyo","2023-12-07T03:22:16Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1652","xzR_8xMNG-8","2023-12-07T04:18:55Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1653","SlFBaDWBb0c","2023-12-06T22:14:45Z","Independent Television and Radio","UCzuiQaDS-LR2Qr3QYcj730w"
"1654","7wz6ebaNIHI","2023-12-07T11:40:37Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1655","veK_2pdAZA0","2023-12-08T16:21:16Z","NWAhomepage com","UCsQxtMGJ5qKg7Ov1DEIyqoQ"
"1656","uZ0XX52mfa4","2023-12-10T18:25:00Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1657","0573NEP72R4","2023-12-10T16:00:00Z","The Trump Report","UCTjDhFuGXlhx9Us0gq0VK2w"
"1658","OFYGIf9QRdg","2023-12-10T20:30:01Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1659","EAMnhCFJeeQ","2023-12-10T21:26:52Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1660","Td9m9xtNQiQ","2023-12-10T21:35:27Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1661","Qbl1FV4XDeA","2023-12-10T18:45:00Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1662","HewqVYCGaBo","2023-12-11T15:41:18Z","WBKBTV","UCpIy_4Ui3ceEtBBmGeQ-4zA"
"1663","zTWYm4LfX34","2023-12-12T08:00:28Z","RTÉ - IRELAND’S NATIONAL PUBLIC SERVICE MEDIA","UCGnlgHCdAsCNeAdNRTbS4hg"
"1664","ibd-Y2XDp_s","2023-12-13T18:36:47Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1665","VFI4j68rhZ4","2023-12-14T20:50:20Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1666","VOu40piTljQ","2023-12-15T13:45:02Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1667","2t62MsaIk6E","2023-12-15T16:10:05Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1668","LoFGdDCjJZo","2023-12-15T16:24:32Z","KTVQ News","UCN2IWwjVxh4vOnMbnjiM8Hw"
"1669","k-IUdBx4TnY","k-IUdBx4TnY","k-IUdBx4TnY","k-IUdBx4TnY"
"1670","GZHKuvkfDMk","2023-12-15T20:30:02Z","The Spectator","UCJMC-44oT9l97ra5iemDPiA"
"1671","SEuV9ETgV8c","2023-12-15T20:22:37Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1672","JVCnYUANF28","2023-12-18T12:35:17Z","CBS Boston","UCi4fcBVyo4CAnmdgXeO-NvA"
"1673","oVLKqSaqOq8","2023-12-19T12:23:24Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1674","acnlJUTB47A","2023-12-21T11:18:34Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1675","78Reyzd2nkQ","2023-12-22T19:07:20Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1676","VsRjdttqtto","2023-12-23T11:00:34Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1677","BGyg_c6pLfs","2023-12-23T16:49:40Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1678","Rsv42kyphE4","2023-12-23T13:01:09Z","WTVR CBS 6","UC9ha3sh4YTCSK83dH6OlWTw"
"1679","g5M2qKaG2gs","2023-12-25T09:00:27Z","The Trump Report","UCTjDhFuGXlhx9Us0gq0VK2w"
"1680","WxgRbPnucg8","2023-12-27T11:38:52Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1681","TDfEY21RDH0","2023-08-14T17:00:14Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1682","nNxrWpJnMlk","2023-08-15T11:15:35Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1683","VAIdIYMDXUc","2023-08-19T11:06:58Z","Nawaiwaqt","UCLlpd3-WdcpaaelJVkG6-Zg"
"1684","f-W-xPt3Urc","f-W-xPt3Urc","f-W-xPt3Urc","f-W-xPt3Urc"
"1685","LvYW5FMH6Ww","2023-08-21T20:42:06Z","National Center for Public Policy Research","UCFrgtYxKOBuDqXavBuK0FFA"
"1686","_yOJNqEoHQ0","2023-08-22T14:45:03Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg"
"1687","zRPPBKboXz4","2023-08-22T21:23:21Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1688","dNPLDlKbq64","2023-08-23T19:30:21Z","Bethany Lutheran College","UC4B_5ZXR_q0kGKmL3Z6M6AA"
"1689","UoxDtPfSPpY","2023-08-25T04:35:18Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1690","-XjEYem22so","2023-08-25T21:25:48Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1691","nCD-Fb74Lys","2023-08-27T18:58:54Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1692","wNEzupVD0Nc","2023-08-27T16:40:51Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1693","cCz2D99_MrE","2023-08-28T12:30:15Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1694","aTHBENB0kGs","2023-08-28T19:30:01Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1695","fo6V9p9r-Fg","2023-08-28T13:22:41Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1696","X554PU5CItg","2023-08-28T14:29:45Z","NTVUganda","UCwga1dPCqBddbtq5KYRii2g"
"1697","Qt2AuVQKpq0","2023-08-29T13:46:03Z","The Telegraph","UCPgLNge0xqQHWM5B5EFH9Cg"
"1698","vGkapmxQ8f4","2023-08-29T07:29:44Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1699","xC7718QMd0Y","2023-08-29T18:10:07Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w"
"1700","NnEx7lVz_cE","2023-08-30T09:25:12Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w"
"1701","RcG44nPMp3U","2023-08-29T21:15:01Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1702","R_ZZTScZ08Y","2023-08-30T21:17:19Z","WKYT","UCFbkdkrsMNzADTwoat4lepg"
"1703","Sd1fsx8hc5E","2023-08-31T15:00:19Z","FOX News Podcasts","UCh13rzqPKn5c24RU9tLz_TQ"
"1704","C3XmiUUP-34","2023-08-31T11:00:13Z","TheDC Shorts","UCfDdlNLRVb1h3_7Xh-WhL3w"
"1705","r897kMtrJXk","2023-09-03T17:00:29Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1706","gvHsan-XWZs","2023-09-04T08:10:16Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1707","fhsudZS19Nk","2023-09-04T21:46:13Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1708","IOoUk6U7h80","2023-09-06T00:03:05Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1709","guCqJmoLV94","guCqJmoLV94","guCqJmoLV94","guCqJmoLV94"
"1710","gFP0IEicmzA","2023-07-20T10:30:23Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1711","_j0x6OQpFpQ","2023-07-20T14:21:22Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1712","rmHxzbs0gh8","2023-07-19T20:43:35Z","Former Congressman Matt Gaetz","UClqXcJew_A3s8qiX-T4a9CA"
"1713","k6-Bfko3JHw","2023-07-20T06:15:57Z","Catholic Online","UCoNabUSDcUb9iuSr256mLMg"
"1714","jOIkiUmGDhY","2023-07-21T11:04:23Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1715","p9gpVfUJVXg","2023-07-21T10:21:43Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1716","rO5kh_AHN2U","2023-07-21T15:01:03Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1717","MV0qc4AOaK8","2023-07-21T22:00:11Z","Juno News","UC9jipu23ffJC0hYrX7Y8p_A"
"1718","rVlDqCquV1U","2023-07-22T18:00:22Z","Breitbart News","UCmgnsaQIK1IR808Ebde-ssA"
"1719","POTQ81OmHyY","2023-07-23T20:00:06Z","Taste of Country","UCNl9LUgT_E1hxd4JMinnwkw"
"1720","C8lTWFejq04","2023-07-25T04:41:29Z","Breitbart News","UCmgnsaQIK1IR808Ebde-ssA"
"1721","W03BFaa4Cr4","2023-07-26T01:30:20Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1722","qXe64LOJoYc","2023-07-27T14:47:13Z","LARRY with Larry O'Connor","UCCj2OE6mkIuPY3vP4pazmqQ"
"1723","W-YYcuHjNfw","2023-07-27T19:15:07Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1724","DSGgR3W_jjg","2023-07-27T16:16:12Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1725","3u8CAxavPeg","2023-07-29T13:28:34Z","Juno News","UC9jipu23ffJC0hYrX7Y8p_A"
"1726","-4IJ8WGk678","-4IJ8WGk678","-4IJ8WGk678","-4IJ8WGk678"
"1727","gxDCWNftR2k","2023-08-01T23:00:09Z","St Michael's Media ","UCX17igkZ9JhU64JoTBVSWeQ"
"1728","MtirSr_uRBE","2023-08-02T15:00:09Z","The Rubin Report","UCJdKr0Bgd_5saZYqLCa9mng"
"1729","MHS7f6ibD2s","2023-08-01T22:00:08Z","Allie Beth Stuckey","UCx_2Vso6Qz76n-w5KV8DZcA"
"1730","8KnlbMU90lM","2023-08-03T08:53:47Z","Slate","UCYC4ijpFZY_CtdElWFyy-Gg"
"1731","eyy9c7rjjtU","eyy9c7rjjtU","eyy9c7rjjtU","eyy9c7rjjtU"
"1732","IH_6vhlatEI","2023-08-03T22:00:06Z","Allie Beth Stuckey","UCx_2Vso6Qz76n-w5KV8DZcA"
"1733","njL-KaXuFIk","2023-08-03T23:00:20Z","St Michael's Media ","UCX17igkZ9JhU64JoTBVSWeQ"
"1734","8dTgjNvyKkA","2023-08-05T16:41:11Z","KFOR Oklahoma's News 4","UCEUYiWFyzpEBMZ3aG7ud7xg"
"1735","v4UkFbhIYx0","2023-08-05T17:04:44Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1736","K_AHDsr_uxY","2023-08-06T10:00:13Z","spiked","UCRK4_2FGAAmajCaB8ZefJHw"
"1737","9JBtzyeqSiM","2023-08-07T12:43:25Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1738","WlQcJLRIaw8","2023-08-08T02:07:41Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1739","MPqIW97sRp4","2023-08-07T13:00:26Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1740","-VZQ1oIgBrU","2023-08-08T03:00:00Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1741","YwAzhS56ksE","2023-08-08T20:42:01Z","MRCTV","UCpugeZUO4F8H7YC_H_EDirA"
"1742","LZUNhuKC6nk","2023-08-08T21:28:22Z","Rebel News","UCGy6uV7yqGWDeUWTZzT3ZEg"
"1743","f3rsqxLfchw","2023-08-08T13:02:24Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1744","r7gRd3KlW5g","2023-08-08T15:55:59Z","LARRY with Larry O'Connor","UCCj2OE6mkIuPY3vP4pazmqQ"
"1745","kzY9pQmxzmo","2023-08-08T22:00:09Z","Allie Beth Stuckey","UCx_2Vso6Qz76n-w5KV8DZcA"
"1746","ZJcmKEoc-Y8","2023-08-09T21:44:30Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
"1747","hbatu7t9Ilw","2023-08-09T11:45:05Z","MRCTV","UCpugeZUO4F8H7YC_H_EDirA"
"1748","cRNuWbSbkO4","2023-08-09T17:30:05Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg"
"1749","p2pgeNRDZwo","2023-08-10T09:10:50Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1750","e5Hxsry3vwU","2023-08-10T10:26:39Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1751","H0wCVZwFFZk","2023-08-11T08:19:57Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1752","d7SPb_n28WQ","2023-08-11T13:00:38Z","TheDC Shorts","UCfDdlNLRVb1h3_7Xh-WhL3w"
"1753","CV5hmpxcZs4","2023-08-11T19:17:12Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1754","-N3PVA1JzK0","2023-08-12T17:29:58Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1755","1BePXkc_ZPs","2023-06-29T21:39:26Z","13News Now","UCODc8Pa-_WUMaVRp9dvmNmw"
"1756","td7MgVC2KEY","2023-06-30T09:00:38Z","Independent Women","UCg_s5BRCyjhOHbOyZQC3gDg"
"1757","xrPX33fcuoY","2023-07-02T01:21:10Z","The Washington Examiner","UC8BxSGcBKriJvoeyKOnJ6tA"
"1758","QIYJKRvxPzw","2023-07-02T01:28:20Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1759","a6zJptFAUpo","2023-07-02T17:19:32Z","AFC Asian Cup","UCXTRFt1vLvZpahQtiKJjLaQ"
"1760","_xNlmmZ18JI","2023-07-02T17:00:00Z","Still Watching Netflix","UCGie8GMlUo3kBKIopdvumVQ"
"1761","1WCxMDQ3QAM","2023-07-03T06:42:19Z","News24","UC_vRepQuzI527GtEP1pGYZw"
"1762","vl833T5Lk1g","2023-07-02T22:04:36Z","OnsOranje","UCpnmJcBhJqKIHFkKvgdkdMQ"
"1763","zeQC4AdqIyU","2023-07-05T16:30:17Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1764","w_F3YjO8C0k","2023-07-05T16:23:22Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1765","85X_ZsiRL0U","2023-07-07T11:14:31Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1766","dt7HS1SSgrY","2023-07-09T10:22:33Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1767","pUZOC6HXjCE","2023-07-10T09:30:25Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1768","dcOcX__cDKg","dcOcX__cDKg","dcOcX__cDKg","dcOcX__cDKg"
"1769","TG8dp0__w5Q","2023-07-10T17:45:01Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg"
"1770","lsw3pdpxf64","2023-07-10T07:06:00Z","The Telegraph","UCPgLNge0xqQHWM5B5EFH9Cg"
"1771","pwDKPXnbIng","pwDKPXnbIng","pwDKPXnbIng","pwDKPXnbIng"
"1772","6wHva3JXPh0","2023-07-12T17:00:03Z","Some More News","UCvlj0IzjSnNoduQF0l3VGng"
"1773","zEZ8inEIKOE","2023-07-13T18:28:34Z","Rebel News","UCGy6uV7yqGWDeUWTZzT3ZEg"
"1774","E1eVZpUqwJU","2023-07-12T22:00:15Z","Allie Beth Stuckey","UCx_2Vso6Qz76n-w5KV8DZcA"
"1775","HfU66w9Ev-w","2023-07-14T16:07:27Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1776","CitBGV854vY","2023-07-14T20:00:04Z","BlazeTV","UCKgJEs_v0JB-6jWb8lIy9Xw"
"1777","Kn9ennt8Tyg","2023-07-15T04:07:55Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w"
"1778","MNUcad5txLU","2023-07-16T17:08:41Z","Independent Women","UCg_s5BRCyjhOHbOyZQC3gDg"
"1779","bJ3iehdbwMk","2023-07-17T12:29:17Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1780","dMlKqbI2O8c","2023-07-17T18:40:11Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1781","6otnj1rv-3M","2023-07-18T13:05:31Z","The Spectator","UCJMC-44oT9l97ra5iemDPiA"
"1782","byeTu3cGwj8","2023-07-18T20:45:16Z","Juno News","UC9jipu23ffJC0hYrX7Y8p_A"
"1783","xc6vx2WDmcU","2023-06-12T12:31:09Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1784","GcmqfnbqGiA","2023-06-12T22:15:01Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg"
"1785","Sq_XfWcHe_8","2023-06-12T22:56:29Z","Rebel News","UCGy6uV7yqGWDeUWTZzT3ZEg"
"1786","glygWmWD_6w","2023-06-13T21:52:29Z","The Daily Signal","UCHqkXbgqrDrDVInBMSoGQgQ"
